route	dt	hour	minute	travelDistance	trafficCongestion	travelDuration	travelDurationTraffic 
home-to-work	2015-03-04	04	00	40.674	None	1772	1798
home-to-work	2015-03-04	04	05	40.674	None	1772	1796
home-to-work	2015-03-04	04	10	40.674	None	1772	1853
home-to-work	2015-03-04	04	15	40.674	None	1772	1828
home-to-work	2015-03-04	04	20	40.674	None	1772	1802
home-to-work	2015-03-04	04	25	40.674	None	1772	1803
home-to-work	2015-03-04	04	30	40.674	None	1772	1805
home-to-work	2015-03-04	04	35	40.674	None	1772	1815
home-to-work	2015-03-04	04	40	40.674	None	1772	1803
home-to-work	2015-03-04	04	45	40.674	None	1772	1797
home-to-work	2015-03-04	04	50	40.674	None	1772	1803
home-to-work	2015-03-04	04	55	40.674	None	1772	1798
home-to-work	2015-03-04	05	00	40.674	None	1772	1805
home-to-work	2015-03-04	05	05	40.674	None	1772	1810
home-to-work	2015-03-04	05	10	40.674	None	1772	1807
home-to-work	2015-03-04	05	15	40.674	None	1772	1804
home-to-work	2015-03-04	05	20	40.674	None	1772	1817
home-to-work	2015-03-04	05	25	40.674	None	1772	1823
home-to-work	2015-03-04	05	30	40.674	None	1772	1834
home-to-work	2015-03-04	05	35	40.674	None	1772	1847
home-to-work	2015-03-04	05	40	40.674	None	1772	1845
home-to-work	2015-03-04	05	45	40.674	None	1772	1870
home-to-work	2015-03-04	05	50	40.674	None	1772	1934
home-to-work	2015-03-04	05	55	40.674	Mild	1772	1950
home-to-work	2015-03-04	06	00	40.674	None	1772	1941
home-to-work	2015-03-04	06	05	40.674	Mild	1772	2035
home-to-work	2015-03-04	06	10	40.674	Mild	1772	2088
home-to-work	2015-03-04	06	15	40.674	Mild	1772	2211
home-to-work	2015-03-04	06	20	40.674	Medium	1772	2460
home-to-work	2015-03-04	06	25	40.674	Heavy	1772	2743
home-to-work	2015-03-04	06	30	40.674	Heavy	1772	2840
home-to-work	2015-03-04	06	35	40.674	Heavy	1772	3081
home-to-work	2015-03-04	06	40	40.674	Heavy	1772	3294
home-to-work	2015-03-04	06	45	40.674	Heavy	1772	3539
home-to-work	2015-03-04	06	50	40.674	Heavy	1772	3581
home-to-work	2015-03-04	06	55	40.674	Heavy	1772	3603
home-to-work	2015-03-04	07	00	40.674	Heavy	1772	3597
home-to-work	2015-03-04	07	05	40.674	Heavy	1772	3496
home-to-work	2015-03-04	07	10	40.674	Heavy	1772	3695
home-to-work	2015-03-04	07	15	40.674	Heavy	1772	3774
home-to-work	2015-03-04	07	20	40.674	Heavy	1772	3776
home-to-work	2015-03-04	07	25	40.674	Heavy	1772	4065
home-to-work	2015-03-04	07	30	40.674	Heavy	1772	3915
home-to-work	2015-03-04	07	35	40.674	Heavy	1772	4120
home-to-work	2015-03-04	07	40	40.674	Heavy	1772	3992
home-to-work	2015-03-04	07	45	40.674	Heavy	1772	4137
home-to-work	2015-03-04	07	50	40.674	Heavy	1772	4237
home-to-work	2015-03-04	07	55	40.674	Heavy	1772	4274
home-to-work	2015-03-04	08	05	40.674	Heavy	1772	4439
home-to-work	2015-03-04	08	10	40.674	Heavy	1772	4297
home-to-work	2015-03-04	08	15	40.674	Heavy	1772	4474
home-to-work	2015-03-04	08	20	40.674	Heavy	1772	4351
home-to-work	2015-03-04	08	25	40.674	Heavy	1772	4100
home-to-work	2015-03-04	08	30	40.674	Heavy	1772	4338
home-to-work	2015-03-04	08	35	40.674	Heavy	1772	4177
home-to-work	2015-03-04	08	40	40.674	Heavy	1772	4093
home-to-work	2015-03-04	08	45	40.674	Heavy	1772	4258
home-to-work	2015-03-04	08	50	40.674	Heavy	1772	4183
home-to-work	2015-03-04	08	55	40.674	Heavy	1772	4035
home-to-work	2015-03-04	09	00	40.674	Heavy	1772	3834
home-to-work	2015-03-04	09	05	40.674	Heavy	1772	3869
home-to-work	2015-03-04	09	10	40.674	Heavy	1772	3766
home-to-work	2015-03-04	09	15	40.674	Heavy	1772	3712
home-to-work	2015-03-04	09	20	40.674	Heavy	1772	3714
home-to-work	2015-03-04	09	25	40.674	Heavy	1772	3640
home-to-work	2015-03-04	09	30	40.674	Heavy	1772	3650
home-to-work	2015-03-04	09	35	40.674	Heavy	1772	3481
home-to-work	2015-03-04	09	40	40.674	Heavy	1772	3432
home-to-work	2015-03-04	09	45	40.674	Heavy	1772	3423
home-to-work	2015-03-04	09	50	40.674	Heavy	1772	3429
home-to-work	2015-03-04	09	55	40.674	Heavy	1772	3387
home-to-work	2015-03-04	10	00	40.674	Heavy	1772	3323
home-to-work	2015-03-04	10	05	40.674	Heavy	1772	3304
home-to-work	2015-03-04	10	10	40.674	Heavy	1772	3210
home-to-work	2015-03-04	10	15	40.674	Heavy	1772	3249
home-to-work	2015-03-04	10	20	40.674	Heavy	1772	3038
home-to-work	2015-03-04	10	25	40.674	Heavy	1772	3167
home-to-work	2015-03-04	10	30	40.674	Heavy	1772	3105
home-to-work	2015-03-04	10	35	40.674	Heavy	1772	2999
home-to-work	2015-03-04	10	40	40.674	Heavy	1772	2931
home-to-work	2015-03-04	10	45	40.674	Heavy	1772	2949
home-to-work	2015-03-04	10	50	40.674	Heavy	1772	2745
home-to-work	2015-03-04	10	55	40.674	Heavy	1772	2750
home-to-work	2015-03-04	11	00	40.674	Heavy	1772	2734
home-to-work	2015-03-04	11	05	40.674	Medium	1772	2619
home-to-work	2015-03-04	11	10	40.674	Medium	1772	2586
home-to-work	2015-03-04	11	15	40.674	Medium	1772	2616
home-to-work	2015-03-04	11	20	40.674	Medium	1772	2489
home-to-work	2015-03-04	11	25	40.674	Medium	1772	2429
home-to-work	2015-03-04	11	30	40.674	Medium	1772	2366
home-to-work	2015-03-04	11	35	40.674	Medium	1772	2519
home-to-work	2015-03-04	11	40	40.674	Medium	1772	2485
home-to-work	2015-03-04	11	45	40.674	Medium	1772	2456
home-to-work	2015-03-04	11	50	40.674	Medium	1772	2409
home-to-work	2015-03-04	11	55	40.674	Medium	1772	2485
home-to-work	2015-03-04	12	00	40.674	Medium	1772	2452
home-to-work	2015-03-04	12	05	40.674	Medium	1772	2424
home-to-work	2015-03-04	12	10	40.674	Medium	1772	2512
home-to-work	2015-03-04	12	20	40.674	Medium	1772	2391
home-to-work	2015-03-04	12	25	40.674	Medium	1772	2464
home-to-work	2015-03-04	12	30	40.674	Medium	1772	2400
home-to-work	2015-03-04	12	35	40.674	Medium	1772	2398
home-to-work	2015-03-04	12	40	40.674	Medium	1772	2521
home-to-work	2015-03-04	12	45	40.674	Medium	1772	2530
home-to-work	2015-03-04	12	50	40.674	Medium	1772	2327
home-to-work	2015-03-04	12	55	40.674	Medium	1772	2348
home-to-work	2015-03-04	13	00	40.674	Medium	1772	2349
home-to-work	2015-03-04	13	05	40.674	Medium	1772	2282
home-to-work	2015-03-04	13	10	40.674	Medium	1772	2377
home-to-work	2015-03-04	13	15	40.674	Medium	1772	2363
home-to-work	2015-03-04	13	20	40.674	Medium	1772	2246
home-to-work	2015-03-04	13	25	40.674	Medium	1772	2298
home-to-work	2015-03-04	13	30	40.674	Medium	1772	2263
home-to-work	2015-03-04	13	35	40.674	Medium	1772	2383
home-to-work	2015-03-04	13	40	40.674	Medium	1772	2352
home-to-work	2015-03-04	13	45	40.674	Medium	1772	2351
home-to-work	2015-03-04	13	50	40.674	Medium	1772	2510
home-to-work	2015-03-04	13	55	40.674	Medium	1772	2607
home-to-work	2015-03-04	14	00	40.674	Medium	1772	2632
home-to-work	2015-03-04	14	05	40.674	Heavy	1772	2688
home-to-work	2015-03-04	14	10	40.674	Medium	1772	2588
home-to-work	2015-03-04	14	15	40.674	Medium	1772	2500
home-to-work	2015-03-04	14	20	40.674	Medium	1772	2422
home-to-work	2015-03-04	14	25	40.674	Medium	1772	2398
home-to-work	2015-03-04	14	30	40.674	Medium	1772	2362
home-to-work	2015-03-04	14	35	40.674	Medium	1772	2368
home-to-work	2015-03-04	14	40	40.674	Medium	1772	2368
home-to-work	2015-03-04	14	45	40.674	Medium	1772	2334
home-to-work	2015-03-04	14	50	40.674	Medium	1772	2444
home-to-work	2015-03-04	14	55	40.674	Medium	1772	2484
home-to-work	2015-03-04	15	00	40.674	Medium	1772	2507
home-to-work	2015-03-04	15	05	40.674	Medium	1772	2480
home-to-work	2015-03-04	15	10	40.674	Medium	1772	2352
home-to-work	2015-03-04	15	15	40.674	Medium	1772	2391
home-to-work	2015-03-04	15	20	40.674	Medium	1772	2470
home-to-work	2015-03-04	15	25	40.674	Medium	1772	2426
home-to-work	2015-03-04	15	30	40.674	Medium	1772	2418
home-to-work	2015-03-04	15	35	40.674	Medium	1772	2342
home-to-work	2015-03-04	15	40	40.674	Medium	1772	2345
home-to-work	2015-03-04	15	45	40.674	Medium	1772	2397
home-to-work	2015-03-04	15	50	40.674	Medium	1772	2496
home-to-work	2015-03-04	15	55	40.674	Medium	1772	2345
home-to-work	2015-03-04	16	00	40.674	Medium	1772	2367
home-to-work	2015-03-04	16	05	40.674	Medium	1772	2548
home-to-work	2015-03-04	16	10	40.674	Medium	1772	2537
home-to-work	2015-03-04	16	15	40.674	Medium	1772	2467
home-to-work	2015-03-04	16	20	40.674	Medium	1772	2469
home-to-work	2015-03-04	16	25	40.674	Medium	1772	2627
home-to-work	2015-03-04	16	35	40.674	Medium	1772	2524
home-to-work	2015-03-04	16	40	40.674	Heavy	1772	2803
home-to-work	2015-03-04	16	45	40.674	Heavy	1772	3007
home-to-work	2015-03-04	16	50	40.674	Heavy	1772	3132
home-to-work	2015-03-04	16	55	40.674	Heavy	1772	3067
home-to-work	2015-03-04	17	00	40.674	Heavy	1772	3010
home-to-work	2015-03-04	17	05	40.674	Heavy	1772	3173
home-to-work	2015-03-04	17	10	40.674	Heavy	1772	3226
home-to-work	2015-03-04	17	15	40.674	Heavy	1772	3180
home-to-work	2015-03-04	17	20	40.674	Heavy	1772	3214
home-to-work	2015-03-04	17	25	40.674	Heavy	1772	3136
home-to-work	2015-03-04	17	30	40.674	Heavy	1772	3148
home-to-work	2015-03-04	17	35	40.674	Heavy	1772	3105
home-to-work	2015-03-04	17	40	40.674	Heavy	1772	2955
home-to-work	2015-03-04	17	45	40.674	Heavy	1772	3024
home-to-work	2015-03-04	17	50	40.674	Heavy	1772	3112
home-to-work	2015-03-04	17	55	40.674	Heavy	1772	3041
home-to-work	2015-03-04	18	00	40.674	Heavy	1772	3087
home-to-work	2015-03-04	18	05	40.674	Heavy	1772	2932
home-to-work	2015-03-04	18	10	40.674	Heavy	1772	3053
home-to-work	2015-03-04	18	15	40.674	Heavy	1772	3051
home-to-work	2015-03-04	18	20	40.674	Heavy	1772	2973
home-to-work	2015-03-04	18	25	40.674	Heavy	1772	2878
home-to-work	2015-03-04	18	30	40.674	Heavy	1772	2947
home-to-work	2015-03-04	18	35	40.674	Heavy	1772	3026
home-to-work	2015-03-04	18	40	40.674	Heavy	1772	3008
home-to-work	2015-03-04	18	45	40.674	Heavy	1772	2855
home-to-work	2015-03-04	18	50	40.674	Heavy	1772	2742
home-to-work	2015-03-04	18	55	40.674	Heavy	1772	2763
home-to-work	2015-03-04	19	00	40.674	Heavy	1772	2712
home-to-work	2015-03-04	19	05	40.674	Medium	1772	2470
home-to-work	2015-03-04	19	10	40.674	Medium	1772	2487
home-to-work	2015-03-04	19	15	40.674	Medium	1772	2389
home-to-work	2015-03-04	19	20	40.674	Medium	1772	2367
home-to-work	2015-03-04	19	25	40.674	Medium	1772	2357
home-to-work	2015-03-04	19	30	40.674	Medium	1772	2451
home-to-work	2015-03-04	19	35	40.674	Medium	1772	2286
home-to-work	2015-03-04	19	40	40.674	Mild	1772	2162
home-to-work	2015-03-04	19	45	40.674	Mild	1772	2194
home-to-work	2015-03-04	19	50	40.674	Mild	1772	2037
home-to-work	2015-03-04	19	55	40.674	Mild	1772	1990
home-to-work	2015-03-04	20	00	40.674	Mild	1772	1978
home-to-work	2015-03-04	20	05	40.674	Mild	1772	1990
home-to-work	2015-03-04	20	10	40.674	Mild	1772	1986
home-to-work	2015-03-04	20	15	40.674	Mild	1772	1978
home-to-work	2015-03-04	20	20	40.674	Mild	1772	1973
home-to-work	2015-03-04	20	25	40.674	Mild	1772	1967
home-to-work	2015-03-04	20	30	40.674	Mild	1772	1955
home-to-work	2015-03-04	20	35	40.674	Mild	1772	1955
home-to-work	2015-03-04	20	40	40.674	Mild	1772	1991
home-to-work	2015-03-04	20	45	40.674	Mild	1772	2012
home-to-work	2015-03-04	20	50	40.674	Mild	1772	2021
home-to-work	2015-03-04	20	55	40.674	Mild	1772	1993
home-to-work	2015-03-04	21	00	40.674	Mild	1772	1999
home-to-work	2015-03-04	21	05	40.674	Mild	1772	2064
home-to-work	2015-03-04	21	10	40.674	Mild	1772	2017
home-to-work	2015-03-04	21	15	40.674	Mild	1772	1956
home-to-work	2015-03-04	21	20	40.674	Mild	1772	1953
home-to-work	2015-03-04	21	25	40.674	Mild	1772	2037
home-to-work	2015-03-04	21	30	40.674	Mild	1772	1966
home-to-work	2015-03-04	21	35	40.674	Mild	1772	1957
home-to-work	2015-03-04	21	40	40.674	Mild	1772	1955
home-to-work	2015-03-04	21	45	40.674	Mild	1772	1958
home-to-work	2015-03-04	21	50	40.674	Mild	1772	1975
home-to-work	2015-03-04	21	55	40.674	Mild	1772	1969
home-to-work	2015-03-04	22	00	40.674	Mild	1772	1969
home-to-work	2015-03-04	22	05	40.674	None	1772	1948
home-to-work	2015-03-04	22	10	40.674	Mild	1772	1950
home-to-work	2015-03-04	22	15	40.674	Mild	1772	1956
home-to-work	2015-03-04	22	20	40.674	Mild	1772	1960
home-to-work	2015-03-04	22	25	40.674	Mild	1772	1961
home-to-work	2015-03-04	22	30	40.674	None	1772	1949
home-to-work	2015-03-04	22	35	40.674	None	1772	1948
home-to-work	2015-03-04	22	40	40.674	None	1772	1934
home-to-work	2015-03-04	22	45	40.674	None	1772	1948
home-to-work	2015-03-04	22	50	40.674	None	1772	1947
home-to-work	2015-03-04	22	55	40.674	Mild	1772	1952
home-to-work	2015-03-04	23	00	40.674	None	1772	1946
home-to-work	2015-03-04	23	05	40.674	None	1772	1940
home-to-work	2015-03-04	23	10	40.674	Mild	1772	1967
home-to-work	2015-03-04	23	15	40.674	None	1772	1916
home-to-work	2015-03-04	23	20	40.674	None	1772	1886
home-to-work	2015-03-04	23	25	40.674	None	1772	1793
home-to-work	2015-03-04	23	30	40.674	None	1772	1799
home-to-work	2015-03-04	23	35	40.674	None	1772	1815
home-to-work	2015-03-04	23	40	40.674	None	1772	1798
home-to-work	2015-03-04	23	45	40.674	None	1772	1794
home-to-work	2015-03-04	23	50	40.674	None	1772	1801
home-to-work	2015-03-04	23	55	40.674	None	1772	1814
work-to-home	2015-03-04	00	00	39.994	None	1881	1930
work-to-home	2015-03-04	00	05	39.994	None	1881	1924
work-to-home	2015-03-04	00	10	39.994	None	1881	2015
work-to-home	2015-03-04	00	15	39.994	None	1881	1918
work-to-home	2015-03-04	00	20	39.994	None	1881	1920
work-to-home	2015-03-04	00	25	39.994	None	1881	2011
work-to-home	2015-03-04	00	30	39.994	None	1881	1912
work-to-home	2015-03-04	00	35	39.994	None	1881	1900
work-to-home	2015-03-04	00	40	39.994	None	1881	1904
work-to-home	2015-03-04	00	45	39.994	Mild	1881	2119
work-to-home	2015-03-04	00	50	39.994	None	1881	2025
work-to-home	2015-03-04	00	55	39.994	None	1881	2046
work-to-home	2015-03-04	01	00	39.994	None	1881	1950
work-to-home	2015-03-04	01	05	39.994	None	1881	1933
work-to-home	2015-03-04	01	10	39.994	None	1881	1920
work-to-home	2015-03-04	01	15	39.994	None	1881	1908
work-to-home	2015-03-04	01	20	39.994	None	1881	1924
work-to-home	2015-03-04	01	25	39.994	None	1881	1907
work-to-home	2015-03-04	01	30	39.994	None	1881	1912
work-to-home	2015-03-04	01	35	39.994	None	1881	1915
work-to-home	2015-03-04	01	40	39.994	None	1881	1903
work-to-home	2015-03-04	01	45	39.994	None	1881	1902
work-to-home	2015-03-04	01	50	39.994	None	1881	1933
work-to-home	2015-03-04	01	55	39.994	None	1881	1913
work-to-home	2015-03-04	02	00	39.994	None	1881	1931
work-to-home	2015-03-04	02	05	39.994	None	1881	1959
work-to-home	2015-03-04	02	10	39.994	None	1881	1961
work-to-home	2015-03-04	02	15	39.994	None	1881	1972
work-to-home	2015-03-04	02	20	39.994	None	1881	1967
work-to-home	2015-03-04	02	25	39.994	None	1881	1961
work-to-home	2015-03-04	02	30	39.994	None	1881	1942
work-to-home	2015-03-04	02	35	39.994	None	1881	1974
work-to-home	2015-03-04	02	40	39.994	None	1881	1971
work-to-home	2015-03-04	02	45	39.994	None	1881	1938
work-to-home	2015-03-04	02	50	39.994	None	1881	1928
work-to-home	2015-03-04	02	55	39.994	None	1881	1932
work-to-home	2015-03-04	03	00	39.994	None	1881	1950
work-to-home	2015-03-04	03	05	39.994	None	1881	1924
work-to-home	2015-03-04	03	10	39.994	None	1881	1927
work-to-home	2015-03-04	03	15	39.994	None	1881	1918
work-to-home	2015-03-04	03	20	39.994	None	1881	1906
work-to-home	2015-03-04	03	25	39.994	None	1881	1907
work-to-home	2015-03-04	03	30	39.994	None	1881	1935
work-to-home	2015-03-04	03	35	39.994	None	1881	1936
work-to-home	2015-03-04	03	40	39.994	None	1881	1909
work-to-home	2015-03-04	03	45	39.994	None	1881	1907
work-to-home	2015-03-04	03	50	39.994	None	1881	1941
work-to-home	2015-03-04	03	55	39.994	None	1881	1962
work-to-home	2015-03-04	04	00	39.994	None	1881	1960
work-to-home	2015-03-04	04	05	39.994	None	1881	1958
work-to-home	2015-03-04	04	10	39.994	None	1881	1949
work-to-home	2015-03-04	04	15	39.994	None	1881	1937
work-to-home	2015-03-04	04	20	39.994	None	1881	1916
work-to-home	2015-03-04	04	25	39.994	None	1881	1906
work-to-home	2015-03-04	04	30	39.994	None	1881	1912
work-to-home	2015-03-04	04	35	39.994	None	1881	1902
work-to-home	2015-03-04	04	40	39.994	None	1881	1905
work-to-home	2015-03-04	04	45	39.994	None	1881	1900
work-to-home	2015-03-04	04	50	39.994	None	1881	1928
work-to-home	2015-03-04	04	55	39.994	None	1881	1926
work-to-home	2015-03-04	05	00	39.994	None	1881	1904
work-to-home	2015-03-04	05	05	39.994	None	1881	1916
work-to-home	2015-03-04	05	10	39.994	None	1881	1918
work-to-home	2015-03-04	05	15	39.994	None	1881	1905
work-to-home	2015-03-04	05	20	39.994	None	1881	1918
work-to-home	2015-03-04	05	25	39.994	None	1881	1899
work-to-home	2015-03-04	05	30	39.994	None	1881	1912
work-to-home	2015-03-04	05	35	39.994	None	1881	1919
work-to-home	2015-03-04	05	40	39.994	None	1881	1929
work-to-home	2015-03-04	05	45	39.994	None	1881	1941
work-to-home	2015-03-04	05	50	39.994	None	1881	1917
work-to-home	2015-03-04	05	55	39.994	None	1881	1920
work-to-home	2015-03-04	06	00	39.994	None	1881	1922
work-to-home	2015-03-04	06	05	39.994	None	1881	1932
work-to-home	2015-03-04	06	10	39.994	None	1881	1942
work-to-home	2015-03-04	06	15	39.994	None	1881	1927
work-to-home	2015-03-04	06	20	39.994	None	1881	1975
work-to-home	2015-03-04	06	25	39.994	None	1881	2008
work-to-home	2015-03-04	06	30	39.994	None	1881	2000
work-to-home	2015-03-04	06	35	39.994	None	1881	1996
work-to-home	2015-03-04	06	40	39.994	None	1881	2026
work-to-home	2015-03-04	06	45	39.994	Mild	1881	2108
work-to-home	2015-03-04	06	50	39.994	Mild	1881	2196
work-to-home	2015-03-04	06	55	39.994	Mild	1881	2217
work-to-home	2015-03-04	07	00	39.994	Mild	1881	2276
work-to-home	2015-03-04	07	05	39.994	Medium	1881	2409
work-to-home	2015-03-04	07	10	39.994	Medium	1881	2502
work-to-home	2015-03-04	07	15	39.994	Medium	1881	2455
work-to-home	2015-03-04	07	20	39.994	Medium	1881	2620
work-to-home	2015-03-04	07	25	39.994	Medium	1881	2719
work-to-home	2015-03-04	07	30	39.994	Medium	1881	2676
work-to-home	2015-03-04	07	35	39.994	Heavy	1881	2955
work-to-home	2015-03-04	07	40	39.994	Heavy	1881	2976
work-to-home	2015-03-04	07	45	39.994	Heavy	1881	3023
work-to-home	2015-03-04	07	50	39.994	Heavy	1881	3105
work-to-home	2015-03-04	07	55	39.994	Heavy	1881	3118
work-to-home	2015-03-04	08	05	39.994	Heavy	1881	3323
work-to-home	2015-03-04	08	10	39.994	Heavy	1881	3352
work-to-home	2015-03-04	08	15	39.994	Heavy	1881	3362
work-to-home	2015-03-04	08	20	39.994	Heavy	1881	3337
work-to-home	2015-03-04	08	25	39.994	Heavy	1881	3467
work-to-home	2015-03-04	08	30	39.994	Heavy	1881	3421
work-to-home	2015-03-04	08	35	39.994	Heavy	1881	3509
work-to-home	2015-03-04	08	40	39.994	Heavy	1881	3501
work-to-home	2015-03-04	08	45	39.994	Heavy	1881	3385
work-to-home	2015-03-04	08	50	39.994	Heavy	1881	3445
work-to-home	2015-03-04	08	55	39.994	Heavy	1881	3430
work-to-home	2015-03-04	09	00	39.994	Heavy	1881	3317
work-to-home	2015-03-04	09	05	39.994	Heavy	1881	3270
work-to-home	2015-03-04	09	10	39.994	Heavy	1881	3221
work-to-home	2015-03-04	09	15	39.994	Heavy	1881	3172
work-to-home	2015-03-04	09	20	39.994	Heavy	1881	3075
work-to-home	2015-03-04	09	25	39.994	Heavy	1881	2891
work-to-home	2015-03-04	09	30	39.994	Heavy	1881	2872
work-to-home	2015-03-04	09	35	39.994	Heavy	1881	2868
work-to-home	2015-03-04	09	40	39.994	Medium	1881	2751
work-to-home	2015-03-04	09	45	39.994	Medium	1881	2715
work-to-home	2015-03-04	09	50	39.994	Medium	1881	2687
work-to-home	2015-03-04	09	55	39.994	Medium	1881	2581
work-to-home	2015-03-04	10	00	39.994	Medium	1881	2631
work-to-home	2015-03-04	10	05	39.994	Medium	1881	2516
work-to-home	2015-03-04	10	10	39.994	Medium	1881	2391
work-to-home	2015-03-04	10	15	39.994	Medium	1881	2400
work-to-home	2015-03-04	10	20	39.994	Medium	1881	2497
work-to-home	2015-03-04	10	25	39.994	Medium	1881	2474
work-to-home	2015-03-04	10	35	39.994	Mild	1881	2329
work-to-home	2015-03-04	10	40	39.994	Mild	1881	2350
work-to-home	2015-03-04	10	45	39.994	Medium	1881	2426
work-to-home	2015-03-04	10	50	39.994	Mild	1881	2276
work-to-home	2015-03-04	10	55	39.994	Mild	1881	2337
work-to-home	2015-03-04	11	00	39.994	Mild	1881	2348
work-to-home	2015-03-04	11	05	39.994	Mild	1881	2195
work-to-home	2015-03-04	11	10	39.994	Mild	1881	2167
work-to-home	2015-03-04	11	15	39.994	Mild	1881	2157
work-to-home	2015-03-04	11	20	39.994	Mild	1881	2153
work-to-home	2015-03-04	11	25	39.994	Mild	1881	2219
work-to-home	2015-03-04	11	30	39.994	Mild	1881	2224
work-to-home	2015-03-04	11	35	39.994	Mild	1881	2207
work-to-home	2015-03-04	11	40	39.994	Mild	1881	2257
work-to-home	2015-03-04	11	45	39.994	Mild	1881	2246
work-to-home	2015-03-04	11	50	39.994	Mild	1881	2265
work-to-home	2015-03-04	11	55	39.994	Mild	1881	2262
work-to-home	2015-03-04	12	00	39.994	Medium	1881	2377
work-to-home	2015-03-04	12	05	39.994	Mild	1881	2277
work-to-home	2015-03-04	12	10	39.994	Mild	1881	2278
work-to-home	2015-03-04	12	15	39.994	Mild	1881	2195
work-to-home	2015-03-04	12	20	39.994	Mild	1881	2288
work-to-home	2015-03-04	12	25	39.994	Mild	1881	2285
work-to-home	2015-03-04	12	30	39.994	Mild	1881	2285
work-to-home	2015-03-04	12	35	39.994	Medium	1881	2354
work-to-home	2015-03-04	12	40	39.994	Medium	1881	2392
work-to-home	2015-03-04	12	45	39.994	Medium	1881	2439
work-to-home	2015-03-04	12	50	39.994	Medium	1881	2421
work-to-home	2015-03-04	12	55	39.994	Medium	1881	2526
work-to-home	2015-03-04	13	00	39.994	Medium	1881	2433
work-to-home	2015-03-04	13	05	39.994	Medium	1881	2543
work-to-home	2015-03-04	13	10	39.994	Medium	1881	2456
work-to-home	2015-03-04	13	15	39.994	Medium	1881	2583
work-to-home	2015-03-04	13	20	39.994	Medium	1881	2539
work-to-home	2015-03-04	13	25	39.994	Medium	1881	2562
work-to-home	2015-03-04	13	30	39.994	Medium	1881	2736
work-to-home	2015-03-04	13	35	39.994	Heavy	1881	2977
work-to-home	2015-03-04	13	40	39.994	Heavy	1881	3205
work-to-home	2015-03-04	13	45	39.994	Heavy	1881	3132
work-to-home	2015-03-04	13	50	39.994	Heavy	1881	3247
work-to-home	2015-03-04	13	55	39.994	Heavy	1881	3324
work-to-home	2015-03-04	14	00	39.994	Heavy	1881	3399
work-to-home	2015-03-04	14	05	39.994	Heavy	1881	3325
work-to-home	2015-03-04	14	10	39.994	Heavy	1881	3113
work-to-home	2015-03-04	14	15	39.994	Heavy	1881	3095
work-to-home	2015-03-04	14	20	39.994	Heavy	1881	3274
work-to-home	2015-03-04	14	25	39.994	Heavy	1881	3374
work-to-home	2015-03-04	14	30	39.994	Heavy	1881	3233
work-to-home	2015-03-04	14	35	39.994	Heavy	1881	3654
work-to-home	2015-03-04	14	40	39.994	Heavy	1881	3939
work-to-home	2015-03-04	14	45	39.994	Heavy	1881	3990
work-to-home	2015-03-04	14	50	39.994	Heavy	1881	4239
work-to-home	2015-03-04	14	55	39.994	Heavy	1881	4087
work-to-home	2015-03-04	15	00	39.994	Heavy	1881	4057
work-to-home	2015-03-04	15	05	39.994	Heavy	1881	4219
work-to-home	2015-03-04	15	10	39.994	Heavy	1881	4316
work-to-home	2015-03-04	15	15	39.994	Heavy	1881	4218
work-to-home	2015-03-04	15	20	39.994	Heavy	1881	4264
work-to-home	2015-03-04	15	25	39.994	Heavy	1881	4299
work-to-home	2015-03-04	15	30	39.994	Heavy	1881	4353
work-to-home	2015-03-04	15	35	39.994	Heavy	1881	4374
work-to-home	2015-03-04	15	40	39.994	Heavy	1881	4501
work-to-home	2015-03-04	15	45	39.994	Heavy	1881	4806
work-to-home	2015-03-04	15	50	39.994	Heavy	1881	4672
work-to-home	2015-03-04	15	55	39.994	Heavy	1881	4946
work-to-home	2015-03-04	16	00	39.994	Heavy	1881	4969
work-to-home	2015-03-04	16	05	39.994	Heavy	1881	5017
work-to-home	2015-03-04	16	10	39.994	Heavy	1881	4835
work-to-home	2015-03-04	16	15	39.994	Heavy	1881	4775
work-to-home	2015-03-04	16	20	39.994	Heavy	1881	5155
work-to-home	2015-03-04	16	25	39.994	Heavy	1881	5300
work-to-home	2015-03-04	16	30	39.994	Heavy	1881	5288
work-to-home	2015-03-04	16	35	39.994	Heavy	1881	5390
work-to-home	2015-03-04	16	40	39.994	Heavy	1881	5245
work-to-home	2015-03-04	16	45	39.994	Heavy	1881	4894
work-to-home	2015-03-04	16	50	39.994	Heavy	1881	5217
work-to-home	2015-03-04	16	55	39.994	Heavy	1881	5061
work-to-home	2015-03-04	17	00	39.994	Heavy	1881	5152
work-to-home	2015-03-04	17	05	39.994	Heavy	1881	5263
work-to-home	2015-03-04	17	10	39.994	Heavy	1881	5039
work-to-home	2015-03-04	17	15	39.994	Heavy	1881	5564
work-to-home	2015-03-04	17	20	39.994	Heavy	1881	5270
work-to-home	2015-03-04	17	25	39.994	Heavy	1881	5345
work-to-home	2015-03-04	17	30	39.994	Heavy	1881	5380
work-to-home	2015-03-04	17	35	39.994	Heavy	1881	5340
work-to-home	2015-03-04	17	40	39.994	Heavy	1881	5408
work-to-home	2015-03-04	17	45	39.994	Heavy	1881	5372
work-to-home	2015-03-04	17	50	39.994	Heavy	1881	5398
work-to-home	2015-03-04	17	55	39.994	Heavy	1881	5252
work-to-home	2015-03-04	18	00	39.994	Heavy	1881	5192
